,model1,model2,model3,model4,model5
0,3.85313001040765,3.9729346015116436,3.737961664856033,1.6365216137268985,1.619066186000513
1,3.422151799436877,3.297723335430191,3.4703691780786126,1.4676395932827566,1.16575214969612
2,3.181156166242722,3.3854005787214847,3.416845685568482,1.7307976041325106,1.2519846934798025
3,3.4624456459398334,3.4922362081738685,2.7949421139431445,0.9658865636963149,0.7016079118764541
4,3.4143760463847452,3.719719142581118,3.4285363342004054,1.8702166651776337,2.25569074222065
5,3.2951298035970074,3.2390101079657416,3.3013744173941566,2.114257387952695,1.9930396898648808
6,2.9576981994861704,3.352359267662841,3.4606910814456042,2.0894243769811474,1.4379232834558824
7,3.2777176704888777,3.429072048787841,3.462987530687305,1.4175995053775412,0.9757986848574922
8,4.001057190865654,4.3274139381277585,3.8038302028238364,1.3804371704234035,1.17073054878811
9,2.8737465249716325,2.9729549196786245,2.7404233935408575,1.4484552168250582,1.5462083569563976
10,3.7248037294886953,3.1507053987097353,3.293165475237649,0.9897455302526201,0.267332585070906
11,2.8269310898375206,3.117983398104534,3.2631356850670215,1.2846890040354915,1.4294110184424977
12,3.6977499925334407,3.6437251086233715,3.6975154151030085,1.7497168245706038,1.3466261964908215
13,3.7447312162251487,3.500582904219144,3.6346833609525016,1.6375405779179615,1.9162462921271954
14,3.179651680350144,2.912268249707836,3.01563640415221,1.3189610754401366,1.3806687395330517
15,3.4346209022344403,3.6207217247752026,3.517273906485374,1.9736564012642765,1.7794952890615656
16,2.937210004051836,3.6873097778127564,3.6569670604709628,1.9453509987326127,2.005269997652699
17,3.128960346466733,2.8927739298655957,2.9663130588611364,1.184663097098522,1.347575166600257
18,3.1075688440858134,3.1104262068542683,3.1360016309006404,2.0463583974976927,2.20276277914811
19,3.0747270617880504,3.2719050006914214,2.872531354086567,1.8129569719044467,1.9085497114615322
20,4.238585641593538,3.9866706150892397,4.057087851075757,2.182956284615219,1.5543789955590115
21,3.5830111639438464,3.9314602301164205,3.9314075874107672,1.1684597281356877,0.74291559911458
22,3.1897856466572234,2.9945875456740594,3.097394329416228,1.608452627095117,2.009808876130439
23,4.162109325768188,3.749868164906524,3.6320129047853706,1.3939364813739,0.9642615620733046
24,2.907137566147264,3.25199150533583,3.2154102750179554,1.8183115592345034,1.4021120975310162
25,3.3036479892373256,3.300204389146822,3.2656583896116835,1.8808678166721726,2.095043972415809
26,3.9470050647027217,3.6603377769284506,3.579678423031863,1.9688205618408936,2.0550022586942296
27,3.132365411136722,2.949321647837251,3.3181639920937505,1.443241873877649,1.0596116517816765
28,3.1164035973160544,3.1491444040489265,3.0890124642865273,2.6274381744467785,2.9952323444710394
29,3.755206181095167,2.985068547139823,3.182084683728656,2.0469194181137604,1.807707931467667
30,3.7926507845322335,3.3600234422704847,3.3023402365156995,1.1805099618644008,0.6660990369437313
31,3.643341059771037,3.3692577599885505,3.3494687592486847,0.9559886429814066,0.5210491840718158
32,3.77201558382623,3.3040499892009443,3.0733799063159344,1.2366911451076175,1.3282588301612668
33,3.3291328326072254,2.943220709584416,3.166422049689154,1.1254081084845597,1.143987974082178
34,3.585628845046612,3.54040190751519,3.3779124602229222,1.6692195266099286,1.215257200041203
35,4.107921803591902,4.12636367872839,3.488034330359371,1.26391150817343,1.0236498519366166
36,2.998254629816559,3.13721126748008,3.1557681676617197,1.027176188054995,1.3487470248174962
37,3.5662715290937754,3.8983691347803497,4.021575952577851,1.7675161560161996,1.3755542039877264
