,model1,model2,model3,model4,model5,model6
0,0.2822513711648961,0.3667678674582296,0.2884775653250829,0.14710975501947782,0.26262478714152937,0.40181429610542624
1,0.5084024504841375,0.49953301919345483,0.5934491166811714,0.21213184618368286,0.45755939011326585,0.5204189113999582
2,0.3418437705970797,0.6043355945229221,0.4160110424409888,0.22963308568952986,0.41635220931968037,0.45873343137160877
3,0.4121149121686996,0.4750132953877742,0.4059454890462187,0.2403703994871973,0.3635121542115792,0.5089013409466239
4,0.33663860377265586,0.4939263871798018,0.5105225915167186,0.15432602134871412,0.4376148693216947,0.5252424621403745
5,0.29702755151419796,0.5344986439810767,0.4322720580966066,0.20004268411449672,0.3473339189261908,0.47382482363833134
6,0.5478912634043499,0.574828601792503,0.49311833782784087,0.20319260014559062,0.47980880975078505,0.5905570397049527
7,0.38351853119218515,0.5014816086901277,0.39350540844868426,0.16661998286307264,0.34643030753701765,0.41768453967885066
8,0.313411100551746,0.38722853411062463,0.3495201608647892,0.1651829752589402,0.33553811853611726,0.3906474515747072
9,0.32938246722850534,0.4025951716634678,0.4323591826202514,0.14637284861231606,0.32009783842880235,0.42639307414027705
10,0.23513978808308808,0.29124097605612614,0.3640773098403666,0.13490551392989686,0.2775473321572185,0.34965193314907367
11,0.23035048897199603,0.2796810802522521,0.37811062309256754,0.14861413968605244,0.2812145084118021,0.3843698945144092
12,0.38938215172340257,0.5188556759136035,0.5341686333545049,0.15956244458875976,0.4852129447579483,0.5269302315930018
13,0.3973658436541135,0.537360653394791,0.5806123182119509,0.17051181103717866,0.39880340761711525,0.489372212462538
14,0.3683669383522044,0.6438660394104232,0.41942062239624356,0.2104504442689383,0.3915120136802809,0.5219417519080205
15,0.4861008965355448,0.5224614606005268,0.46384401464246294,0.2184765938691056,0.3943506358508514,0.5135154635680513
16,0.29507744127864877,0.5019600539297714,0.3720095019591265,0.2268066457047179,0.3694199628987571,0.4232403449066656
17,0.4527030722312604,0.6123109354377565,0.5828237329836674,0.23569575425807374,0.4519533229493034,0.492830944226763
18,0.3274160959546773,0.4357471027567737,0.5587141586682949,0.2363695561749261,0.36755328543416066,0.4649708731856221
19,0.2950474249176679,0.449811437836877,0.5687278631287725,0.18326865955674385,0.4093796085260587,0.4090851719076023
20,0.25453929846189,0.41397720177053937,0.4101583448348139,0.12683257134346496,0.3805944840899614,0.4388722943561641
21,0.38862078242865256,0.3499508758477772,0.383493954496528,0.21496814900902877,0.3334082082910924,0.40998891522243164
22,0.3495505804276224,0.571203103953078,0.596358371979536,0.186511846100239,0.4070889596127367,0.537525920749128
23,0.3329642816719484,0.5633675134681789,0.5872768493329688,0.18717594604676316,0.5010213318208514,0.4741314439409839
24,0.41496391978291997,0.5479402117382646,0.5584305541302641,0.1631433746583102,0.4426247368863793,0.5087885364986361
25,0.4489752426129915,0.5517182594153044,0.6201341063921412,0.18192984233645412,0.47347837413303845,0.5250919439727885
26,0.4356855589458156,0.5507817470841603,0.5750547083815508,0.1592688932053985,0.4405721816421166,0.46361774275038065
27,0.4114552586699304,0.5767545693491134,0.4987417271221856,0.19351803322724734,0.3671177228233548,0.5735885844042249
28,0.3254564516752899,0.4223957414005011,0.34532339705798953,0.2270504528271953,0.3096212367230148,0.47214952335347976
29,0.3347916210338646,0.4598419863056141,0.5605617144272504,0.21442045084306038,0.4715536137906391,0.5347850205585496
30,0.49360753082599346,0.5400894510486443,0.5814037056916491,0.19360725288109024,0.5391032622951798,0.5301016151501878
31,0.3236544961755949,0.4109912024277609,0.3812440161837441,0.13836014127697266,0.35059378416836123,0.5068291512444424
32,0.4201901917151658,0.5257622335315134,0.575313256987653,0.1780891701866897,0.3861223192500602,0.47639843975096857
33,0.362991185079766,0.6770094009475577,0.5941153613689023,0.22217086091189978,0.475251327396976,0.5449966863631787
34,0.27542455253722975,0.6712128686712995,0.47497751556408113,0.20598130053764388,0.34639854068587606,0.5085796243496371
35,0.39625473008516643,0.6109818970245027,0.5070188122698361,0.2234550481972148,0.4592992438986167,0.5203371074369759
36,0.31294497739007776,0.5869341212426974,0.5078851899770371,0.20552179551217928,0.3436661429788632,0.5769102654137496
37,0.4640324788137934,0.6754554732816263,0.5578974481743687,0.18619007843943142,0.4728215372323207,0.5897319374087614
38,0.3327463735440139,0.4772653286613004,0.4549857402145424,0.13987138933782517,0.40896127194721094,0.5024894886033331
39,0.3909441150823334,0.40660413401168954,0.5412478591462363,0.1578260022102374,0.3506118209495428,0.45217984418635065
40,0.3473997139613402,0.4516083792408519,0.42675973618006235,0.22573103887572252,0.4137861869209137,0.5184423463653328
41,0.5400915731549601,0.5927233474894886,0.48415867392741524,0.25058091593747933,0.4384484190318392,0.4899862154423255
42,0.3577283064163024,0.3961875431962409,0.35938142606417417,0.22889580445986943,0.2717053769523377,0.5169800837891896
43,0.26733907456743,0.4227958479983025,0.28550977038647773,0.13957668794113592,0.3216345149180323,0.3825906587766832
44,0.3637422738786283,0.3784693185619258,0.40775451687254644,0.11678891129855663,0.3160473467932826,0.35851221658688925
45,0.3496889118287949,0.3665327751796706,0.4461870068049268,0.13310391963219312,0.3382743929398072,0.3209676445349569
46,0.2751742704162588,0.3330560558623314,0.3945057616123832,0.18883482089803866,0.3842105374328635,0.3310774766792528
47,0.5136964342530329,0.5657463818764008,0.543069505311392,0.2202422740554117,0.51454850890803,0.47798136446940337
48,0.3733249286619035,0.550067173246365,0.565225488857589,0.21962657417409637,0.3785586792107869,0.5342890589301599
