,model1,model2,model3,model4,model5
0,4.1222681713229266,4.508917299543914,4.273775778884462,3.0484975137623116,4.669505205334068
1,4.926409787621334,4.9180095157430115,5.261860086313595,3.4200201943563666,5.139468352020671
2,5.086667907402041,4.775121618225759,4.967981589623623,2.9005720924531713,4.976610202782676
3,4.453317967916164,5.31981094414215,4.862707916395733,3.680277298647879,4.971219532162685
4,4.716845545060297,4.877833541641615,4.7760052352367355,3.80077251040632,5.0775424908327045
5,4.364089720773453,4.986224411590217,5.117716361289215,2.838171743290856,5.131883362878181
6,4.255593136530392,5.139101471412193,4.903019878419469,3.380216759575774,5.012642470573748
7,4.527463896703053,5.3374198665997685,5.137765767859298,3.6020121902219464,5.149911353975902
8,5.0675131315552715,5.167961824267754,5.015448784061581,3.429985595665257,5.308821190440001
9,4.561980498300053,4.830454678022637,4.5789375015904,3.3030633420997164,4.732453944033125
10,4.209670960624749,4.597669071821146,4.4958019133979565,3.1663711878525156,4.6677662796620325
11,4.286579459416929,4.446926826705687,4.6559847612276695,2.7051310330223353,4.709860666520678
12,3.8919336727900693,4.143383613859657,4.6020973000926855,2.7799495778659282,4.451276648500906
13,3.8347084774852314,4.128950686719251,4.676317089953034,3.044255288726126,4.602775172673789
14,4.605957730916233,5.061025687968776,5.149872844800621,2.8643911804717677,5.146941896595762
15,4.670197785254073,5.072233582701742,5.287120794043518,3.068465258318081,5.04293648190449
16,4.633075977383738,5.400996796935669,4.849403782621898,3.642775570531929,5.1191668559707555
17,5.001665210656348,5.090622550659672,4.979323455275135,3.552408372494865,5.124536268365513
18,4.257344889463645,5.083291157736783,4.701059111464946,3.62948308237635,4.84287094762105
19,4.8181600598632075,5.2986164486087155,5.281127731854704,3.638437011274631,5.069366640996323
20,4.496900569035955,4.805188055634804,5.0271108946076515,3.0690447452793874,5.193961696586052
21,4.379934508840916,4.8524337870203045,5.285145293265018,3.689976316756694,4.97374695901525
22,4.233328180524983,4.788909409920919,5.16373813840234,3.2429665489246626,4.788537158793629
23,4.181362582761036,4.63529779705525,4.888106624372259,3.1543786140594317,4.5464484545486865
24,3.9090403129810953,4.562974606766171,4.691740101497904,2.661114341549845,4.773421225048191
25,4.4687100757568485,4.27449819784702,4.569441502336942,3.7847537899519894,4.655193898001278
26,4.492965365661985,5.1422401057226175,5.273001179318602,3.2559423004790875,5.167382561971464
27,4.39712437580988,5.105057213413359,5.231462227517312,3.1790436361233927,5.0000820675809825
28,4.660542925965009,5.077790899057127,5.212105968515852,2.8306354586034,5.10420630188861
29,4.816222259203914,5.020638593916097,5.323295868499866,3.1011938236192433,5.130091433723315
30,4.731525297609172,5.121728484172762,4.687547925156083,3.76034413226674,5.194740677231279
31,4.741487153085944,5.077570365095998,5.216551787580653,2.7386861292774247,4.9765416691905795
32,4.68128214877878,5.164673369263471,5.065419469892399,3.46197305431646,5.2469380162479995
33,4.408216296313662,4.849013630367883,4.572924314466556,3.5342436693493466,4.996043482298507
34,4.38568887641174,4.794662081264585,5.13883721539338,3.637292767752974,5.143584154754029
35,4.9302211783798,5.035314329271417,5.209206458820766,3.30303119309021,5.123244093286006
36,4.340177666038306,4.738593797029514,4.708389884651405,2.441598947081864,5.074819524039266
37,4.719246280987257,5.0583966212671125,5.221799801253346,3.0415557202294377,4.998434843522769
38,4.492324009262499,5.312585884710141,5.240446694487266,3.76012553583605,5.175741221897111
