,model1,model2,model3,model4,model5,model6
0,0.2772786279224404,0.27610539117878663,0.2523392160587108,0.27044323061925857,0.24820060018517856,0.2819573673728956
1,0.2325463932149366,0.22268478385261367,0.23432487846183114,0.22068006353307584,0.2092498464725585,0.26592550945199717
2,0.2253182335180879,0.21750903707559627,0.2375244872617202,0.3826076935715952,0.25651039437298556,0.4139940302760832
3,0.25168681720615077,0.26075060163759234,0.2862177454650921,0.34096095943096166,0.25889598825009014,0.349312265183813
4,0.28350617853664817,0.2937692090201241,0.2816888518333421,0.23666448787541464,0.27208768855612725,0.3470896077369987
5,0.22835413852612393,0.21890803096934278,0.21088901250944123,0.29211537622224604,0.2658404966691523,0.366836856349998
6,0.22791992251405743,0.19095015750417485,0.1659447695239006,0.19579905464540914,0.1832396971740177,0.21620712835558298
7,0.3421301302106343,0.30207119906965785,0.33086612871457677,0.2588988478539671,0.31296199853212014,0.2941647179419297
8,0.23672689249229634,0.25240664229715687,0.2231152034191832,0.3514365586282501,0.26739353784815656,0.28532023495560627
9,0.23813803358336594,0.20045515690450175,0.20657479884551497,0.15984407938563575,0.29150743014255254,0.25219773820798314
10,0.2730600791426118,0.285395277564977,0.2595118808416014,0.226182051913547,0.26763010591844405,0.3185293939914987
11,0.2583812186071524,0.23225667220872845,0.2566860240557742,0.25777072360482045,0.25464025857867423,0.30657075233856484
12,0.394159167501136,0.3526244820471861,0.35237875536703384,0.22990615095725428,0.33094698682695356,0.3294999179983806
13,0.22115873575960593,0.26675603711862067,0.3298520760725386,0.2843808782113775,0.3013398191034562,0.39657360775694284
14,0.18768857968738029,0.19163980987046436,0.1657872520533008,0.40513550529743114,0.23492068056471824,0.41582135613697824
15,0.23260976130743494,0.21630626730615324,0.20954574009413215,0.28333821866170766,0.26587522546887443,0.3936714221492174
16,0.18097284120718946,0.19018610924622528,0.19553946682295137,0.39756702775649355,0.26009382175363666,0.40666131192530675
17,0.21206015762169475,0.20520428124783077,0.21511919126591958,0.35227698122236834,0.23066127052704757,0.43637572978477196
18,0.23156463581780293,0.22673679046861597,0.23982357003197638,0.29235445746075883,0.27615408506528355,0.32550450518444
19,0.2509886438195416,0.2558607023941753,0.30700104072891377,0.32671737230207537,0.31652952250112526,0.3019807773749884
20,0.2988660840305829,0.2807438089394438,0.2913413585996614,0.19298897869383372,0.27511910463475003,0.24038840596647057
21,0.2043387453507799,0.2432807474117057,0.20676803501325178,0.289014737846683,0.23240268211474618,0.2258288096460443
22,0.26583635499533864,0.2530219054038763,0.2233827854734058,0.21180879797924138,0.2650791358339765,0.3032409593417568
23,0.2707475138850252,0.2725026795771769,0.27709013557055945,0.2876843124311735,0.32336457093235843,0.29378488180813417
24,0.3048358479534935,0.30396285966789177,0.3189236575857473,0.18082336040879848,0.35453205491472767,0.2884313881093642
25,0.2476043837080612,0.25416499898555456,0.2216743434964032,0.3065896847169041,0.29287715311186163,0.26826097217212513
26,0.15909415918141784,0.12260195378342383,0.1295670515398467,0.21888642933017446,0.23954694381391978,0.3259083439297139
27,0.21122608147394029,0.22801336053067736,0.19588776955301831,0.28702580471734174,0.20461020588248302,0.22807656421196554
28,0.19084131356016323,0.19786925527247526,0.17956495962523308,0.31297463958081606,0.24969767716391253,0.3886800431027647
29,0.20966537983228048,0.25478648341747584,0.27040858488482633,0.2921400509524893,0.29946054470541217,0.279229422160147
30,0.23062250233626608,0.2342245502161332,0.23380796422897374,0.2454124414644602,0.28991796306711837,0.22972059448885315
31,0.27071690124878944,0.2386003451323343,0.20448802100119837,0.22429228377464402,0.3044507364021247,0.4034182343270145
32,0.23131588185964763,0.21021865029458073,0.2065087424266565,0.2864054223085182,0.2818767857244903,0.3951595090278339
33,0.24884201636129433,0.28341555277508973,0.2646479482778928,0.3056959877528161,0.21689087855146755,0.2873489986767272
34,0.16724341838036672,0.18413749675847882,0.16775718985546592,0.35306726359275303,0.19336926376229324,0.4199768642560455
35,0.1923558883791196,0.18557913908974774,0.19066327626781082,0.40656454388602215,0.1996743847251866,0.4096482620525738
36,0.17641880880479155,0.19762663053702392,0.1896860920628374,0.3653003179628216,0.19904473565749176,0.3834106491900553
37,0.1892881834638536,0.20654080151164242,0.19239251108790256,0.2762262393054338,0.2076508929109344,0.4368778490007221
38,0.19888411647536144,0.21891970265447022,0.2013829703680629,0.26363794353594805,0.26964666926680353,0.4017980769703395
39,0.37451932937314414,0.3266207795411759,0.3403893053539492,0.14292422729717336,0.32656303759715405,0.33124252366256335
40,0.14183581245143068,0.14716536949107795,0.16220916434496876,0.3720204968919397,0.15354486240484777,0.40056632506957607
41,0.22129179280265399,0.2082938376712464,0.21066341985999718,0.48791744458020303,0.26401081971328916,0.41655663802546117
42,0.1626785129032214,0.19036072614945504,0.16253032961212832,0.23055596037813061,0.23816655260727715,0.28581226348171196
43,0.1849925248788991,0.20088806674315396,0.18871345692080152,0.22873460802331386,0.1572514565781498,0.2867201880938589
44,0.17135214399053433,0.22261714447673958,0.2076951504310671,0.254950928318029,0.25471211131684046,0.2682069036525388
45,0.2601764783364299,0.3245161761796239,0.3078257614365889,0.22940764261417382,0.2979492793571972,0.28961005133447
46,0.25593800030978797,0.27219571078463073,0.23011612228902195,0.33216150410201234,0.2238094362738318,0.299476030063591
47,0.23011255315587134,0.1834033715394049,0.17474600699232554,0.4407505243787755,0.230887393792453,0.30824916461402885
48,0.2505214410351164,0.2617689692718338,0.2534373885597247,0.24308651774165396,0.27111489193567545,0.33563142873022006
49,0.1992019544993814,0.18492209759138803,0.17449168226189696,0.27662806588296907,0.25047088550535324,0.3213609582627712
50,0.3005570311175137,0.2662768474321366,0.24193209225293255,0.3039879761933718,0.3470378295076157,0.28883242943338666
51,0.26899206042516977,0.2762962854051965,0.3232170339595087,0.39850330350446805,0.2839443968678018,0.358309377183088
52,0.20322558251545847,0.16605685995899258,0.18029683321816492,0.29893939592232643,0.18547849189114085,0.35835708079831885
53,0.21822919589440126,0.25594119998307624,0.26102322919313714,0.2082428602963713,0.2734063362373213,0.27548406061271835
54,0.2684730739666913,0.2777599021492842,0.30356952245473295,0.30723240349469166,0.3100766577410245,0.383519831433666
55,0.2590669506915942,0.23772482523038352,0.24624135171204375,0.19609221429532708,0.2491964583075552,0.32891359568375833
56,0.2932938813655863,0.3158568519651744,0.26377384265946063,0.17197741990409163,0.27124117164676137,0.25113108445035703
57,0.3761973498952018,0.3351859824525799,0.31380904013327715,0.14675170570998608,0.3376158643656186,0.28857614293490585
58,0.29617446304403167,0.24489299417979277,0.27655328872888196,0.2240969534850753,0.2862582146207539,0.2649685193710111
59,0.3265219745988432,0.24928058434691155,0.2729193774482479,0.2597191920361403,0.2779321556669562,0.30054819085600654
60,0.3029383608596351,0.284458809644621,0.3270287261973949,0.1999606798723255,0.2573973984940929,0.32915625163853585
61,0.26252643043443413,0.3022294008469448,0.280978966393807,0.2607452917148896,0.2628142522096945,0.2872424975951194
62,0.21189205724188762,0.22305562313029434,0.21122687786550493,0.1601592911254244,0.1988976440580621,0.19378992415108814
63,0.2537628820125404,0.3038996843548935,0.2650842153238947,0.25158123467323884,0.29404229158498624,0.21558518481360167
64,0.23624163455745256,0.27815044631090874,0.27790209497357404,0.36024018497896754,0.30915843460901576,0.3192140918277224
65,0.29438684713001895,0.3238315601374973,0.31140425289819657,0.33024196323666477,0.3297502034862276,0.3476140023072674
66,0.17618708484063472,0.16687767827111066,0.18719729641906532,0.32558593237337724,0.18087417345860277,0.3406171039607689
67,0.39697190850819547,0.38216691478323506,0.36021299909483184,0.2555045413937156,0.3844441681944728,0.3646065671861616
68,0.2035104266589783,0.29560855613037856,0.28413884217520824,0.22589899459292664,0.2593555399226035,0.3306546859155289
69,0.232566531145009,0.25394265306821684,0.22486233395851243,0.22845989391104282,0.26145174953975114,0.24544982900484458
70,0.22695666710299287,0.16800799927447735,0.1741434389432817,0.3713320175514478,0.24293742677403357,0.4254961524565076
71,0.20974252903586174,0.21540228246242676,0.21835138419035938,0.3689860359914486,0.31799531339339526,0.3719501790298811
72,0.2286412243082886,0.2950587978349594,0.261461486058793,0.3383664106116012,0.2649347394708329,0.37714042931748193
73,0.2456682565682386,0.2329073973131502,0.20816952993398594,0.2672242619922594,0.3004730802939728,0.3839596423211158
74,0.23320184776920597,0.226630065246873,0.2260137004129205,0.25390698692874397,0.21502718531720197,0.2371233354778001
75,0.22978890889588194,0.22999818415532466,0.25133561138728344,0.1763146871365216,0.24572829094785056,0.2677186278438919
76,0.24705172595270813,0.2967824596219166,0.26198106586326864,0.20776892787740717,0.29996180514112003,0.32570998161324843
77,0.33258575950048047,0.28399669904989383,0.2946962067491842,0.1825882001325809,0.29544613929330865,0.2801197908450594
78,0.3213338595590382,0.3076074471956127,0.3216414032046179,0.2962549581573138,0.31224521996293886,0.268699917559823
79,0.32121314862713607,0.2904855684586699,0.31150033124638077,0.2751696718746538,0.293800425375361,0.3206589712439438
80,0.24309082673855334,0.27932924644227436,0.2854952191526034,0.23547069820350244,0.2757640521535534,0.31089528487269236
81,0.2833117943284059,0.293899598003882,0.3054423154135978,0.2670246092754543,0.25611383509602503,0.24407365562371441
82,0.1622224775136156,0.19979038720675396,0.2240419222225428,0.35917576125253153,0.23906110049798607,0.319358141270143
83,0.2231615308057746,0.21635973360315142,0.2441189980949487,0.25637350023015043,0.2609032423396498,0.391548933314876
84,0.2704322612642689,0.35075852998633233,0.3551900454321932,0.3421937587053076,0.291851177621168,0.3660788657208877
85,0.22439327398361036,0.206789244370643,0.2240419912645968,0.24010020700580417,0.2570003682732379,0.33955364967134194
86,0.2566498380363651,0.2826519661238372,0.28408561708417146,0.22373413232877987,0.3137230699740968,0.3116489138722132
87,0.396505976326083,0.3457765399024421,0.4032639970352466,0.31720232970090456,0.39905842871672015,0.3771433210810055
88,0.25776773731139707,0.3367881444048216,0.23602359372636547,0.1333698440332521,0.3427650680200585,0.2839148335636765
89,0.30930354858280606,0.3452412816906713,0.32692779872111766,0.26830196625477865,0.30274296305946385,0.3318978029902523
90,0.25001486511220494,0.3615595652758326,0.3235109315692511,0.29127558876390874,0.32207445901046683,0.33757619535721844
91,0.3198141824472654,0.34621747306231937,0.319422690638993,0.247772210527085,0.3564475981073863,0.3288327065817203
92,0.18918945928973116,0.19392500392533565,0.18071056539813102,0.3511887566261826,0.23531678339952458,0.35997581368140763
93,0.22074711601295163,0.20691363562700535,0.19385099743904763,0.2744890078923526,0.2394225380198135,0.39144590325992606
94,0.2827566174118572,0.2844174627509328,0.29664536558100707,0.2936760988589927,0.23874881530566452,0.3073658618108483
95,0.31667807893696637,0.2898437500766104,0.29835396933370556,0.1634322180440326,0.24999971654492714,0.27929356849643955
96,0.2634333809432962,0.31336571295194143,0.30054935331258736,0.24829008534772362,0.24840777553185273,0.30426083582292907
